id	logFC	AveExpr	t	P.Value	adj.P.Val	B
XRCC2	0.0885198663793112	6.22847077358491	0.897703238350918	0.373204862206234	0.661770799104465	-5.82635650136459
RBMX2	0.0573025474137916	7.6247318490566	0.897617415290469	0.373250230928585	0.661770799104465	-5.82643075153465
AMIGO2	0.0542501939655189	6.80962494339623	0.896986519483166	0.373583849601459	0.662212277911896	-5.82697636216042
ESD	-0.0662401566091955	9.88521809433962	-0.896599981097596	0.373788345315537	0.662424726095877	-5.8273104639522
RPP14	0.0545832600574716	7.23328160377358	0.896353373042289	0.373918848930765	0.662461282692169	-5.82752354490585
CAPN7	-0.0464256192528749	7.13166609433962	-0.896241103848607	0.373978270755686	0.662461282692169	-5.82762053192424
UNC50	-0.0630811508620717	9.4153457735849	-0.89599195854336	0.374110159784104	0.662541201992865	-5.82783572125226
AP1G2	-0.117866020114946	8.35599518867924	-0.895836053845862	0.374192705444475	0.662541201992865	-5.82797034818682
TEKT2	0.0538453132183898	5.84745711320755	0.895629141146697	0.374302275785956	0.662585299774008	-5.82814898647579
DEGS1	0.0820405890804601	9.98903871698113	0.895139755117633	0.374561510595552	0.662894251904294	-5.82857133902229
C17orf75	-0.120669316091956	6.29444822641509	-0.894676502776643	0.374807007034224	0.662969852900271	-5.82897093111655
OR2B6	0.0637475287356306	6.78840205660377	0.894550877451184	0.374873598656269	0.662969852900271	-5.82907925837662
PLCB1	0.104978873563217	7.29768360377359	0.894504935610183	0.374897953437535	0.662969852900271	-5.82911887053736
ADAMTS2	0.0651009856321823	7.15859937735849	0.89430644072982	0.375003191487898	0.662969852900271	-5.82928999490344
EIF1B	0.167055823275863	9.31597152830189	0.89426003624086	0.375027796931958	0.662969852900271	-5.82932999534854
NCF4	0.150393732758623	9.18103166037736	0.893892440737514	0.375222746408566	0.663061423891626	-5.82964678970588
MAT2A	-0.102633350574713	10.2773999622642	-0.893689613451717	0.37533034073815	0.663061423891626	-5.82982153244349
MRC2	-0.0510507313218405	8.34089562264151	-0.893683143781067	0.375333773043688	0.663061423891626	-5.82982710565559
TMEM30B	-0.114174206896552	6.51558432075472	-0.893422650427087	0.375471987160711	0.663155895174843	-5.83005147167291
SIX3	0.102720669540231	6.86110356603774	0.893083005071216	0.375652246709272	0.66332456740676	-5.83034391689173
SGCG	0.109244487068965	6.15666966037736	0.89230036486286	0.37606782528586	0.663908594786182	-5.83101738353769
STRA13	-0.112214833333335	8.81579326415094	-0.891759822706649	0.376355020955609	0.664265763193188	-5.8314821887083
DSG1	-0.0931984583333376	6.0763510754717	-0.891549922726402	0.376466580459351	0.664312842993209	-5.83166260527099
NENF	0.051277182471261	7.31728486792453	0.891364860025261	0.376564956607616	0.664336643465104	-5.83182163910099
IPO7	0.0492380129310348	7.92580467924528	0.890978582382372	0.376770347637718	0.664539169776652	-5.83215348393936
DAXX	0.0725979985632197	8.96346964150943	0.890563490143826	0.376991139021461	0.664539169776652	-5.83250992727477
CNTFR	0.0838741551724143	6.51336390566038	0.890453261900197	0.377049784207025	0.664539169776652	-5.8326045541352
VPS4B	-0.12564747988506	8.6703480754717	-0.890424713428566	0.377064973909697	0.664539169776652	-5.8326290600857
CD3E	-0.0835229626436806	8.75450633962264	-0.89033690002745	0.377111698961258	0.664539169776652	-5.83270443415055
BRE	-0.0820659310344851	8.564427	-0.890191187381606	0.37718923998823	0.664539169776652	-5.83282948973401
ARVCF	0.048838495689651	8.2800410754717	0.890030655527676	0.377274678749006	0.664540093605609	-5.83296724066326
NR5A1	0.0745398749999966	6.76151509433962	0.889700541432583	0.377450411601036	0.66464812040112	-5.83325043277938
GTF2I	-0.0598807097701144	8.320226	-0.889596393474666	0.377505864449652	0.66464812040112	-5.8333397561191
SHH	-0.0513732744252886	7.06991188679245	-0.888851080852742	0.377902851413792	0.665155655832881	-5.83397868322701
ETFDH	-0.0710506408045992	8.0219111509434	-0.888736098307601	0.37796411979157	0.665155655832881	-5.83407720693098
CST5	0.100777653735631	5.43330469811321	0.888494168903414	0.378093052246707	0.665232964676872	-5.83428446564231
BAIAP2	0.0625778936781609	7.6357861509434	0.887352807069909	0.378701698216641	0.666021990739843	-5.83526152091478
CYP19A1	0.0668180833333301	6.46343775471698	0.887205713635387	0.378780182729448	0.666021990739843	-5.83538735056712
GPR19	-0.0718933189655173	6.38748039622642	-0.88703207758782	0.378872842792596	0.666021990739843	-5.83553585977157
ZMYM4	-0.0615383505747129	7.79097590566038	-0.887015069971019	0.378881919597979	0.666021990739843	-5.83555040470122
NAIP	-0.145896727011497	6.09649613207547	-0.886419209006052	0.37920001176061	0.666431460147886	-5.8360598145997
FANCL	0.0767731091953969	7.05653009433962	0.88602609493531	0.379409962648778	0.666650733652747	-5.83639571133135
NEK9	-0.0670747413793187	7.96940822641509	-0.885573822081752	0.379651599359421	0.66670814942724	-5.83678197734841
UBE2M	-0.0660698031609268	10.7273180566038	-0.885410240284451	0.379739020458115	0.66670814942724	-5.83692163808033
PDCD2	-0.0625036724137917	7.91830737735849	-0.885165781315133	0.37986968748539	0.66670814942724	-5.83713030236717
SLC6A15	-0.0900866408045973	6.16304522641509	-0.884887761694622	0.380018327688671	0.66670814942724	-5.83736754520704
NOL3	-0.0659876968390796	6.92399056603774	-0.884819905990448	0.380054611585686	0.66670814942724	-5.83742543761356
CHD8	0.0578250761494203	9.27020609433962	0.884585444461706	0.380180000015103	0.66670814942724	-5.83762543981387
SLC9A7	-0.103894281609197	6.05949001886792	-0.884474875926124	0.380239140374646	0.66670814942724	-5.83771973998521
TPMT	0.0438538663793064	7.93252388679245	0.884396349800269	0.380281145572294	0.66670814942724	-5.83778670531433
GABRA1	-0.102616785919544	5.8996791509434	-0.884077627573918	0.380451666540198	0.66670814942724	-5.83805844523744
TAGLN	-0.11487143390805	9.32048873584906	-0.883947327423942	0.380521392884039	0.66670814942724	-5.83816951066713
DLGAP1	0.0756555933908034	6.18995041509434	0.883674868335915	0.380667217513097	0.66670814942724	-5.83840169835299
OTUD4	-0.0825130143678159	9.63535845283019	-0.883510915876834	0.380754984580213	0.66670814942724	-5.83854138396106
APOC2	0.104824245689653	7.18299803773585	0.883387657025214	0.380820975941131	0.66670814942724	-5.83864638250641
FGG	0.0530073160919544	5.19386016981132	0.883357357995988	0.380837198794887	0.66670814942724	-5.83867219067679
GRB2	-0.077425409482764	9.96760852830189	-0.883228781018343	0.380906046955995	0.66670814942724	-5.83878170067733
AQP7	0.0392796350574693	7.53309854716981	0.883177091018755	0.380933727229027	0.66670814942724	-5.83882572108394
COL13A1	-0.0972098491379292	6.33455983018868	-0.883161309494702	0.380942178572895	0.66670814942724	-5.83883916049847
POLE2	-0.0989904181034467	5.92556405660377	-0.882916463394416	0.381073314048497	0.66670814942724	-5.83904763951587
DHCR7	0.0674235818965521	8.34170077358491	0.882751674979558	0.381161587991301	0.66670814942724	-5.83918792023406
CPT1A	-0.0506608893678164	7.0689328490566	-0.882721416880967	0.381177798066064	0.66670814942724	-5.83921367551763
ITPKA	-0.0858771135057461	6.00625309433962	-0.882518565351512	0.381286482294261	0.66670814942724	-5.83938631784619
LILRA1	-0.0747067801724119	6.49135883018868	-0.882380639805411	0.381360391496289	0.66670814942724	-5.83950368113331
PGC	-0.0700364195402283	7.16383601886792	-0.882302920180485	0.381402042548652	0.66670814942724	-5.83956980628796
VCP	-0.0541987471264385	9.17053941509434	-0.881812530949223	0.381664915235827	0.666917776223435	-5.8399869071583
SV2C	0.10432886781609	5.44141877358491	0.881623363653281	0.381766348696547	0.666917776223435	-5.84014774331515
POR	-0.0936518347701192	8.92375358490566	-0.881500992864533	0.381831974226606	0.666917776223435	-5.8402517690645
ABI1	0.0630452945402311	8.97264377358491	0.881390407065546	0.381891285765528	0.666917776223435	-5.84034576448781
HIST1H2AL	0.0752949770114961	7.96327547169811	0.881272325474879	0.381954624001694	0.666917776223435	-5.84044611851746
FUT3	0.0700992413793111	6.26420818867925	0.881125718048194	0.382033272528707	0.666917776223435	-5.84057069763056
SEC23B	-0.0866909899425314	7.0227838490566	-0.880818636295533	0.382198041632129	0.666929078347722	-5.84083157394703
ARFGAP3	-0.133268443965515	7.74326990566038	-0.880796005841306	0.382210186096286	0.666929078347722	-5.840850795787
AKAP12	0.0932947758620655	6.90063958490566	0.880483254034739	0.382378046903972	0.667073249012591	-5.84111639157409
ABCB8	-0.0461561810344824	6.56856598113208	-0.879818497396804	0.382734990654085	0.667547144385753	-5.8416806133078
ST3GAL4	0.0959371063218359	8.95127447169811	0.879571930760175	0.382867438907753	0.667629362052601	-5.84188978501904
T	0.0592914439655141	6.42573811320755	0.878934968676073	0.383209729461489	0.668077376423617	-5.84242988016919
CLEC2B	0.152448711206896	8.51200420754717	0.878757902881498	0.383304915228957	0.668094491443613	-5.84257995090103
PLA2R1	-0.0684327873563229	5.97563881132075	-0.878552009810738	0.383415616458411	0.668138636028396	-5.84275441702563
AP2B1	0.0937242198275818	8.74310118867925	0.878371158454507	0.383512870254688	0.668159332727779	-5.8429076309648
KCNA1	-0.088736795977014	6.15579132075472	-0.8778446989111	0.383796065030053	0.66850389604389	-5.84335346333489
DOK5	0.0721313146551719	7.24683845283019	0.877369856043786	0.384051606742237	0.668538254188865	-5.84375536134219
SERPINA2	-0.101393125	5.68772286792453	-0.877200625234749	0.384142705935524	0.668538254188865	-5.84389854402207
CDIPT	-0.0633117887931061	9.3401130754717	-0.877130204549741	0.384180618327212	0.668538254188865	-5.84395811759637
KCNAB1	-0.0822141451149427	5.98775094339623	-0.877103825941386	0.384194820386773	0.668538254188865	-5.84398043183158
PC	-0.0757396494252891	7.07603771698113	-0.877014497110647	0.384242916859381	0.668538254188865	-5.844055992178
SLC22A3	-0.096285834770117	6.06441133962264	-0.876762485013299	0.384378625729158	0.668625722373059	-5.84426912068939
TPM1	0.0722748606321844	8.55362883018868	0.876206756209556	0.38467799288439	0.668985821536094	-5.84473889434287
FNBP4	-0.0899294181034538	8.87364996226415	-0.876060871915469	0.384756603978272	0.668985821536094	-5.84486216659823
GRINA	-0.125997820402299	10.543407754717	-0.87562839187858	0.384989709110136	0.669242439692564	-5.84522749509212
CTBS	0.109311557471257	9.4514431509434	0.875382463402585	0.385122303185849	0.669265712446391	-5.8454351598576
FAM53B	-0.102780360632187	7.90894098113208	-0.875286345708605	0.385174133511186	0.669265712446391	-5.8455163073097
WWP1	-0.149094722701152	8.13194466037736	-0.874756212449921	0.385460080251085	0.669613893017756	-5.84596371721068
ATP2B2	-0.0463716681034496	6.27218269811321	-0.874145863726913	0.385789459070902	0.669808418025669	-5.84647849930531
LOC391322	-0.0911297011494279	7.32959224528302	-0.874033923189111	0.385849887696188	0.669808418025669	-5.84657287462338
CBLB	-0.0910333074712675	8.60805690566038	-0.874025701181123	0.385854326399547	0.669808418025669	-5.84657980600675
CAPN2	-0.0963163002873557	8.94975216981132	-0.873914415222969	0.385914407983356	0.669808418025669	-5.84667361695752
INVS	-0.0852923390804605	6.50944177358491	-0.873134125126551	0.386335839454599	0.669816664171471	-5.8473310536021
MYO1A	0.0772155445402278	6.67255505660377	0.873126677834719	0.386339863095913	0.669816664171471	-5.84733732559873
MC2R	0.0442769856321839	7.90668611320755	0.873118420860977	0.386344324224892	0.669816664171471	-5.84734427943645
APBA2	0.0785257916666655	6.5280161509434	0.873070493828242	0.386370219177158	0.669816664171471	-5.84738464124411
ARPC2	0.134032403735629	12.0787419433962	0.872942446524592	0.386439408409555	0.669816664171471	-5.84749246587078
PON3	0.0940548821839089	6.1520790754717	0.872808144550225	0.386511985643342	0.669816664171471	-5.8476055408436
NRXN1	0.081886051724136	6.5738930754717	0.872653661957994	0.386595479116204	0.669816664171471	-5.84773558588859
PSIP1	-0.0876537614942565	7.7320169245283	-0.872628828503411	0.386608901950841	0.669816664171471	-5.84775648886022
SEC31A	-0.060803528735633	8.29957881132075	-0.872350629515626	0.386759292417262	0.669816664171471	-5.84799061674295
EML1	0.100695285919535	7.10453996226415	0.872321492847562	0.386775045411561	0.669816664171471	-5.84801513350567
AEBP1	0.0764976020114911	7.69101388679245	0.871508339785561	0.387214845909842	0.670385053787061	-5.84869903206418
F2RL2	0.0749149827586191	5.27944771698113	0.871397949502087	0.387274575539395	0.670385053787061	-5.84879182749716
ARHGEF10	0.0647252126436753	7.3304658490566	0.871086293494599	0.387443236539434	0.670427139725847	-5.84905374771136
HSPA1B	0.150566885057469	8.54764532075472	0.871010744916282	0.387484128602657	0.670427139725847	-5.84911722611387
PPP2CA	0.112931390804595	9.71951098113207	0.870878180484577	0.387555888080722	0.670427139725847	-5.84922859817852
PSMD12	0.0695034295976988	10.9412498867925	0.870658962842933	0.38767457273415	0.670484244467947	-5.84941273451102
DAPK3	0.0538153132183883	8.61688869811321	0.87019185682299	0.387927540294399	0.670710256074729	-5.84980493943399
PAK7	-0.0706073060344847	5.15897718867925	-0.86995825719349	0.38805408806566	0.670710256074729	-5.85000100429076
EMP1	0.105948886494257	8.21232349056604	0.869906823067068	0.388081954910492	0.670710256074729	-5.85004416711102
BRMS1	0.0569735359195391	8.73190649056604	0.869755637593099	0.388163873965768	0.670710256074729	-5.85017102554334
C4orf6	0.0773211393678164	6.31898958490566	0.869626662613244	0.38823376693311	0.670710256074729	-5.85027923039761
GRIK3	0.117024237068962	5.60282175471698	0.869383453791686	0.388365585903958	0.670789908471503	-5.85048323043504
SERPINB3	-0.0667840790229901	5.76272022641509	-0.868890552938396	0.388632823600205	0.671103371027186	-5.85089649839275
BCKDK	-0.0762151163793074	9.93088426415094	-0.868486404389346	0.388852027948321	0.671333768083733	-5.85123518282727
STX11	0.146033952586206	8.66701724528302	0.867976386469078	0.389128764626145	0.671478992612413	-5.85166236922692
GPX2	0.0795218850574697	7.06035264150943	0.867917412337856	0.389160772038463	0.671478992612413	-5.85171174968915
LGALS3BP	-0.100296037356324	8.97025145283019	-0.867661289753709	0.389299798198787	0.671478992612413	-5.85192616945599
RBBP4	0.043724310344821	7.88290962264151	0.867565305795078	0.389351907343476	0.671478992612413	-5.85200650910438
PPEF1	0.118389058908045	5.99497437735849	0.867540913300232	0.389365150584606	0.671478992612413	-5.85202692451862
SLC10A1	-0.0925965962643671	5.98815039622642	-0.866773449202277	0.389781968066808	0.672049720663327	-5.85266897220358
GCLC	0.0942629999999998	8.26034786792453	0.86654774136445	0.389904605283089	0.672113092719263	-5.85285769048088
FADS2	-0.125340097701152	7.5710268490566	-0.866001231897029	0.390201648245083	0.672357618017249	-5.85331443866786
SAG	0.0608933735632204	6.1308668490566	0.865970630111113	0.390218285335337	0.672357618017249	-5.85334000598876
H2AFV	-0.0442055215517279	8.22058969811321	-0.865698717986861	0.390366133625397	0.672464310313087	-5.85356714579621
YY1	-0.0630814468390781	10.0966555283019	-0.864529448572984	0.391002305360632	0.673411981019433	-5.8545430959637
EIF2A	0.125480897988504	8.1161791509434	0.864197954144705	0.391182781205592	0.673574575514843	-5.85481954991318
CBX1	-0.0953400229885073	8.3897731509434	-0.86382130745495	0.39138790237683	0.673779525737148	-5.85513353402591
COL4A5	-0.115375147988505	5.88205866037736	-0.863595552961883	0.39151088004233	0.673795647949687	-5.85532166601858
ETHE1	-0.0584308994252911	8.46067379245283	-0.863488028156865	0.391569461650291	0.673795647949687	-5.85541125475642
VIPR2	-0.0652054295977038	5.7864968490566	-0.862572298569336	0.392068590361228	0.674263318449344	-5.85617379307782
VIM	-0.113105520114946	13.108947490566	-0.862550342228431	0.392080562775832	0.674263318449344	-5.85619206670939
ISLR	0.037843676724135	8.65479379245283	0.862515221342394	0.392099714063757	0.674263318449344	-5.85622129587293
SNTB2	0.0539796163793094	7.63319564150943	0.862187486879946	0.392278454533667	0.67442249235072	-5.85649399526844
SSTR3	-0.0568968721264378	6.29647220754717	-0.861344120521606	0.392738644636381	0.674786392483401	-5.85719527520031
MAST2	-0.0848410387931082	7.43193916981132	-0.861332299053019	0.39274509750998	0.674786392483401	-5.85720510029892
FILIP1L	0.0884813290229856	7.65224560377358	0.861053199558702	0.392897466094146	0.674786392483401	-5.85743702830163
POU2F3	-0.0779429324712666	6.96347918867925	-0.860981791622118	0.392936455687588	0.674786392483401	-5.85749635561013
KDELR2	-0.0505831666666694	9.60286358490566	-0.860929334590552	0.392965099392961	0.674786392483401	-5.85753993503417
ACSM1	-0.116761116379313	5.74199771698113	-0.860712651143617	0.393083431273339	0.674786392483401	-5.85771992051615
NEBL	0.0448945474137945	6.05934756603774	0.86069388056252	0.393093683022211	0.674786392483401	-5.85773550999792
KRT2	0.0469791824712615	6.83043813207547	0.859932291963137	0.393509772907677	0.675324410191524	-5.85836775126476
MINA	0.0580487370689635	6.61330664150943	0.859804373094179	0.393579687564981	0.675324410191524	-5.85847389113623
SAP30	0.0837384181034508	6.93227850943396	0.859308680976096	0.393850683384206	0.675641264393861	-5.8588850434438
PTPN6	-0.0609629655172448	8.85212090566038	-0.858915706908295	0.394065605479152	0.675861807687891	-5.85921083224817
KIF25	-0.0745982758620691	6.0535760754717	-0.858405128566853	0.394344955597748	0.675994719659741	-5.85963390242725
MCFD2	0.0923778606321815	8.03903558490566	0.85826833860923	0.394419817685162	0.675994719659741	-5.85974720634827
PCDHGA1	0.053924442528734	8.47365566037736	0.858110585915368	0.394506163173786	0.675994719659741	-5.8598778520144
DHODH	-0.071704334770117	6.40086309433962	-0.857824440718488	0.394662813904435	0.675994719659741	-5.86011476856148
FGF8	0.0712129525862064	5.76931445283019	0.857707248748628	0.394726982022934	0.675994719659741	-5.86021177654106
AMELX	0.079518512931033	6.41915675471698	0.857689888863645	0.394736487927998	0.675994719659741	-5.86022614543395
CTAGE5	0.0536793002873539	7.4915081509434	0.857669327451993	0.394747747105164	0.675994719659741	-5.86024316388584
SLC9A6	0.0682259856321838	8.15600028301887	0.855880581646674	0.395728005823108	0.677166526668296	-5.86172216949297
PDE8A	0.0560344439655154	7.81998598113208	0.855848028289148	0.395745859519786	0.677166526668296	-5.86174905805667
MKI67	0.0781039798850571	6.16859605660377	0.855744710135761	0.395802527061064	0.677166526668296	-5.86183439064263
KLF12	-0.0785520862069022	7.06756516981132	-0.855741735656037	0.395804158566755	0.677166526668296	-5.86183684717811
CPLX2	0.0694592672413803	5.80098626415094	0.855631430765301	0.395864663877773	0.677166526668296	-5.86192793888186
TAT	-0.0956625301724152	5.54002422641509	-0.85483356531529	0.396302486188674	0.677767320129494	-5.86258648985727
KCNA5	0.0475104008620661	7.04436213207547	0.854196958189484	0.396652034559029	0.678216915547075	-5.86311151084554
MINPP1	0.066177215517242	6.9889689245283	0.853149522555329	0.397227576468928	0.678923907777354	-5.86397452089931
RABGGTB	0.0815761221264388	8.64006328301887	0.852981285531304	0.397320067058452	0.678923907777354	-5.86411303980269
KLF7	0.0666665646551712	7.51637905660377	0.852970907861669	0.397325772760067	0.678923907777354	-5.864121583445
AZIN1	0.0811929971264327	8.75905977358491	0.852775860361427	0.397433020422193	0.678958921157843	-5.86428214172478
KRT32	0.0916182183908028	6.81510205660377	0.85230751999135	0.397690612479487	0.679250705644798	-5.86466752201418
C9orf3	0.0578194913793064	6.82642083018868	0.851622855644339	0.398067370927507	0.679690147055949	-5.86523053666442
ABCB10	0.111844948275862	6.20445467924528	0.851524342618684	0.398121599042227	0.679690147055949	-5.8653115098665
ATP6V0B	0.0588365387930967	12.1897404528302	0.850488692307133	0.398691966398852	0.680499916672878	-5.86616221530671
MT1G	0.187924672413792	7.46265720754717	0.850347398423698	0.398769820835908	0.680499916672878	-5.8662781990228
SELPLG	0.0963462442528726	8.13775433962264	0.850048525597619	0.398934533923723	0.680561444676714	-5.86652347254762
LNPEP	-0.0809020617816119	6.64340279245283	-0.849966404947993	0.398979799153688	0.680561444676714	-5.86659085113294
SP4	-0.110256739942528	5.83641513207547	-0.848932720478763	0.399549841657356	0.681385282373169	-5.86743842964632
EXOSC8	-0.0764923663793127	8.49778081132076	-0.848120342780735	0.399998193807038	0.682001277719799	-5.86810384114321
HSD3B1	0.111408770114944	5.6235458490566	0.847774210987239	0.400189318679145	0.682089869520454	-5.86838716626364
MTG1	-0.0439316379310313	7.49578743396226	-0.847710567149854	0.400224467267815	0.682089869520454	-5.86843924947742
GPAA1	-0.0682014109195421	9.42134083018868	-0.847492525242477	0.400344899743615	0.682146567688554	-5.86861765616887
DEFB1	0.130382754310345	7.31953313207547	0.846167452434484	0.401077266601428	0.683020372679245	-5.86970089905915
ATP6AP2	-0.135974313218396	10.2613863773585	-0.845860869713082	0.401246832308466	0.683020372679245	-5.86995129439184
ENSA	-0.0319557284482812	8.21384041509434	-0.845748881805533	0.401308781943756	0.683020372679245	-5.87004273625527
CHI3L1	0.0945868103448237	8.55732754716981	0.845591945404333	0.401395606175667	0.683020372679245	-5.87017086022844
MGA	-0.0681198175287321	7.30330943396226	-0.84536045160269	0.40152370003446	0.683020372679245	-5.8703598111224
ICAM4	0.13661738505747	6.9923110754717	0.845222738060404	0.401599913851015	0.683020372679245	-5.87047219238153
FGF13	0.0720582227011475	5.89461379245283	0.845144516536099	0.401643207398072	0.683020372679245	-5.87053601718751
NEK7	-0.0630339295977036	7.89870252830189	-0.845001097053852	0.401722593764692	0.683020372679245	-5.87065302528775
GUCY1B3	0.0853385229885051	6.20841983018868	0.8449989119147	0.40172380337012	0.683020372679245	-5.87065480787356
PRPF6	-0.0553877887931051	8.6044338490566	-0.844986841734145	0.401730484978605	0.683020372679245	-5.87066465436585
GBP2	0.149730913793102	10.8105807358491	0.844449677617771	0.402027908644152	0.683228352138829	-5.87110271811541
GRIA2	0.0871327011494243	5.48739071698113	0.844415349032178	0.402046920730681	0.683228352138829	-5.87113070426542
FOXN2	0.16326439511494	7.00157405660377	0.844292939544884	0.402114718879561	0.683228352138829	-5.87123048876353
MYF6	0.0478477255747105	6.31553662264151	0.843909144811225	0.402327334436484	0.683441224072049	-5.8715432552588
ITGA8	0.0943655100574698	5.516688	0.842280860605713	0.403230145122141	0.684826196989123	-5.872868655573
RHD	0.140210995689654	6.5028678490566	0.841962295730245	0.40340692076573	0.684975647432056	-5.87312767131028
MAP2K4	0.0675886810344828	8.39607073584906	0.84180685550732	0.403493193797825	0.684975647432056	-5.8732540205467
FBLN5	-0.0781747528735632	7.51272130188679	-0.841383017832016	0.403728491473654	0.685130620137538	-5.87359842061603
PDE4A	-0.0569829382183906	7.21682869811321	-0.841327042161669	0.403759573226977	0.685130620137538	-5.87364389244106
HPRT1	-0.0484738462643737	8.31972628301887	-0.840854866459449	0.404021817985429	0.685356931024538	-5.874027347027
ZNF652	-0.0930907873563243	6.27717369811321	-0.840590757099391	0.404168549067078	0.685356931024538	-5.87424173919447
GAD1	-0.0798086882183924	6.22781588679245	-0.840460106544287	0.404241146626233	0.685356931024538	-5.87434777122105
GABRD	0.0566333649425266	6.5302231509434	0.840385931099149	0.404282366674678	0.685356931024538	-5.87440796261781
ARHGAP26	0.0954560704022986	6.50897147169811	0.840298756075606	0.404330814022526	0.685356931024538	-5.87447869621198
RAB5B	-0.0624949468390792	10.4134079433962	-0.839766431815256	0.404626729584604	0.685710001240605	-5.87491046770368
ZNF205	-0.12125279454023	6.68610133962264	-0.83957655333647	0.404732313967857	0.685740439296915	-5.87506441482454
RPSA	0.0358419295976962	9.31666783018868	0.839255445830984	0.404910908452303	0.685894538863144	-5.87532468089117
BSN	0.0760946077586198	6.09444454716981	0.838561449443435	0.405297062629343	0.686400089187889	-5.87588685189102
NCOA2	-0.0587592945402307	7.45812439622641	-0.837782132587926	0.405730960258951	0.686986260274027	-5.87651759665044
ARL3	-0.0661668031609235	6.76884998113208	-0.837609944389213	0.405826867332304	0.687000013788149	-5.87665688114194
TOMM20	-0.0824707701149396	10.1720911509434	-0.837013617647259	0.406159122727891	0.687413774755292	-5.87713903933711
CTRB2	-0.0791159066091973	6.14620462264151	-0.836395838319721	0.406503506729103	0.687814336302232	-5.8776381901557
AKAP9	-0.0597766867816087	7.11658558490566	-0.836264561594863	0.406576710612213	0.687814336302232	-5.8777442123328
ERICH1	-0.101866586206898	7.94130667924528	-0.83611618430838	0.40665946001411	0.687814336302232	-5.87786402580751
BRWD1	-0.0462652600574716	6.72958175471698	-0.835423158135699	0.407046094535859	0.688188857157193	-5.87842336460469
SORL1	-0.141873425287356	9.26833281132076	-0.835404042787723	0.407056762047106	0.688188857157193	-5.87843878612573
GHRHR	0.0575188706896528	6.15779433962264	0.835000077269925	0.407282239098732	0.68842133978114	-5.87876460942696
PDZK1IP1	0.212433883620687	8.05775028301887	0.83461255788047	0.407498608463442	0.688638330778427	-5.87907702360682
CEP135	-0.0622684094827584	7.80087298113208	-0.83415524369031	0.40775403789818	0.688921222061994	-5.87944552387312
MTNR1B	0.0875284540229844	6.63883609433962	0.833809018906669	0.407947484344357	0.689099290412031	-5.87972437825441
CSN2	0.0745658333333328	6.65008633962264	0.833471213953944	0.408136280494851	0.689137810648984	-5.87999634246382
ZNF202	0.0714315359195394	6.59995047169811	0.833453104318435	0.408146403316898	0.689137810648984	-5.88001091936151
HR	0.080267824712644	6.33159254716981	0.831949720966054	0.408987291696065	0.690227857079987	-5.88121995382838
SNRPA1	-0.108032409482758	8.66286030188679	-0.831826096056903	0.409056485986763	0.690227857079987	-5.88131927944665
ZNF208	0.070030767241378	5.58940947169811	0.831825926715598	0.409056580773956	0.690227857079987	-5.88131941549293
XRCC5	-0.0486149281609212	11.0745999622642	-0.830778196789991	0.409643294648545	0.691068856201663	-5.88216062946575
KCNK2	0.0917292413793085	6.79969247169811	0.830553871753104	0.409768980259035	0.691131905066208	-5.88234060394674
FCGR3A	0.162919169540224	7.91946686792453	0.830148393491693	0.409996222776073	0.691286109973878	-5.88266579625991
APOE	0.178213744252871	8.07689226415094	0.830075519754632	0.410037071620079	0.691286109973878	-5.88272422436491
CDC7	-0.0499331781609209	6.68389690566038	-0.829622341061061	0.410291153412022	0.691431857786404	-5.88308745803962
FGA	0.111614071839078	6.35315643396226	0.82938997261175	0.410421471714095	0.691431857786404	-5.88327363198679
NRP2	0.106498068965514	6.89174152830189	0.829266517483241	0.410490718852224	0.691431857786404	-5.88337252374231
ACAT1	0.0995119410919543	7.24790747169811	0.829238275322817	0.410506561146557	0.691431857786404	-5.88339514465644
RGR	-0.0677644324712672	5.79474205660377	-0.829133611332569	0.410565275125661	0.691431857786404	-5.88347897004998
SDHD	-0.0683297025862064	8.8464329245283	-0.828633744119719	0.410845759265425	0.691755359727026	-5.88387917147423
ZNF175	0.111289283045979	7.17483009433962	0.827963564203009	0.411221992153944	0.692101775327079	-5.88441535875902
CCL21	0.0813734094827572	6.26418869811321	0.827952199430448	0.411228374044329	0.692101775327079	-5.88442444766593
CA11	-0.0727958577586207	6.35717467924528	-0.827057575007079	0.411730940026524	0.692798610330591	-5.88513953646822
ANK2	-0.0772132614942524	6.1752181509434	-0.826597896613429	0.411989315359574	0.693084346948414	-5.88550667228094
SCEL	0.100343958333331	5.82280322641509	0.825904402574188	0.412379300288563	0.693435700741358	-5.8860601753801
FTH1	0.101738964080461	10.5376166981132	0.825763939368744	0.412458316845228	0.693435700741358	-5.88617222907555
BDH1	-0.0612546264367833	6.6770311509434	-0.82565121464835	0.412521735985185	0.693435700741358	-5.88626214111921
GDF10	0.0782229468390812	5.62973994339623	0.825553441595376	0.412576748096169	0.693435700741358	-5.88634011764981
IRF2BP1	0.111125428160918	7.79909839622642	0.825438895123328	0.412641203469525	0.693435700741358	-5.88643145996282
BMP2K	-0.0807356551724192	7.31476488679245	-0.825208708647687	0.412770748080553	0.693504481425163	-5.88661497923381
MAPK6	0.0963718649425225	8.74295635849057	0.823912395445583	0.413500750802278	0.69455254386472	-5.88764755058488
PDX1	0.112987916666664	6.42041766037736	0.823785861491516	0.413572048863991	0.69455254386472	-5.88774825574527
